sent_id,doc_id,bank,year,section_title,sentence,ctx_prev,ctx_next,block_type,final_topic,llm_conf,label_source,gold_topic,annotator_note
bidv_2024_s253_0,bidv_2024,bidv,2024,Tín dụng xanh – Đón đầu xu thế,"Riêng đối với lĩnh vực xanh, BIDV đã triển khai Gói tín dụng 10.000 tỷ đồng cho vay hỗ trợ khách hàng cá nhân SXKD nông nghiệp công nghệ cao, đáp ứng các tiêu chuẩn chất lượng sản phẩm nông nghiệp như VietGap, GlobalGap, OCOP.",,hướng đến mục tiêu phát triển tín dụng bền vững.,kpi_like,E,0.9,llm,,
vietabank_2020_s298_0,vietabank_2020,vietabank,2020,Tên viết tắt: VIETABANK,"Trụ sở chính: 34A-34B Hàn Thuyên, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội.",,,paragraph,Non_ESG,1.0,llm,,
techcombank_2023_s928_0,techcombank_2023,techcombank,2023,VĂN PHÒNG CHUYỂN ĐỔI SỐ,VĂN PHÒNG CHUYỂN ĐỔI SỐ,,,heading_like,Non_ESG,0.9,llm,,
techcombank_2022_s263_0,techcombank_2022,techcombank,2022,2020,"Trong bối cảnh đại dịch COVID-19 bùng phát, ưu tiên nguồn lực để xây dựng cơ chế bảo vệ cán bộ - nhân viên, khách hàng",,,paragraph,S_labor,0.9,llm,,
vpbank_2022_s3837_0,vpbank_2022,vpbank,2022,GRI 412: ĐÁNH GIÁ NHÂN QUYỀN,Đào tạo nhân viên các quy trình hoặc chính sách về quyền con người,,,paragraph,S_labor,0.9,llm_weak_agree,,
bidv_2022_s810_4,bidv_2022,bidv,2022,Fax,Tổng dư nợ đạt gần 9.500 tỷ LAK.,"Nguồn vốn huy động đạt hơn 14.700 tỷ LAK, trong đó, huy động vốn dân cư và tổ chức kinh tế đạt hơn 10.200 tỷ LAK.","Lợi nhuận trước thuế đạt 38,78 tỷ LAK.",kpi_like,Non_ESG,0.9,llm,,
mbbank_2023_s1178_0,mbbank_2023,mbbank,2023,Cam kết Phát triển bền vững,MB cam kết là ngân hàng đi đầu tại Việt Nam trong việc áp dụng các giải pháp số hoá trong hoạt động thiện nguyện cũng như tổ chức các chương trình nhân đạo.,,,paragraph,S_community,0.9,llm_weak_agree,,
bidv_2024_s1146_0,bidv_2024,bidv,2024,HOẠT ĐỘNG QUẢN TRỊ CÔNG TY (tiếp theo),Đánh giá công tác quản trị công ty theo Thẻ điểm quản trị Công ty ASEAN(*),,,paragraph,G,0.9,llm_weak_agree,,
vpbank_2021_s2087_21,vpbank_2021,vpbank,2021,Mục lục. Danh mục các chủ .ề trọng yếu và mục lục tiêu chuẩn GRI,"MỐI QUAN HỆ LAO ĐỘNG/QUẢN LÝ |
| 4.4 | 402-1 | Thời hạn thông báo tối thiểu về những thay ""ổi trong 
 hoạt ""ộng | VPBank căn cứ vào tính 
 chất & tác ""ộng của sự
 thay ""ổi ""ể quyết ""inh 
 thời gian thông báo phù 
 hợp cho CBNV ""ể hạn chế
 thấp nhất ảnh hưởng tới 
 CBNV và ""ảm bảo tuân 
 thủ các quy ""ịnh pháp 
 luật.",MỐI QUAN HỆ LAO ĐỘNG/QUẢN LÝ | GRI 402.,"|
| GRI 403.",table_like,S_labor,0.9,llm_weak_agree,,
vpbank_2020_s1865_15,vpbank_2020,vpbank,2020,MỤC LỤC. DANH MỤC CÁC CHỦ ĐỀ TRỌNG YẾU VÀ MỤC LỤC TIÊU CHUẨN GRI,CỘNG ĐỒNG ĐỊA PHƯƠNG | GRI 413.,CỘNG ĐỒNG ĐỊA PHƯƠNG | GRI 413.,CỘNG ĐỒNG ĐỊA PHƯƠNG | GRI 413.,table_like,S_community,0.9,llm_weak_agree,,
vpbank_2022_s1133_0,vpbank_2022,vpbank,2022,THÀNH VIÊN BAN ĐIỀU HÀNH,"Ông PHÙNG DUY KHƯƠNG g 
PHÓ TỔNG GIÁM ĐỐC THƯỜNG TRỰC, PHỤ TRÁCH PHÍA NAM GIÁM ĐỐC KHỐI KHÁCH HÀNG CÁ NHÂN",,,paragraph,Non_ESG,1.0,llm,,
mbbank_2024_s679_1,mbbank_2024,mbbank,2024,"Mục tiêu 2025 – Dẫn dắt chuyển đổi, tạo nền tảng vững chắc cho tầm nhìn dài hạn",Tập trung triển khai trên danh mục khách hàng Top đầu có hệ sinh thái nhà cung cấp và nhà phân phối đa dạng.,"(Supply Chain Finance – SCF): mục tiêu năm 2025 tăng quy mô cấp tín dụng tài trợ chuỗi cung ứng tối thiểu gấp 10 lần so với năm 2024, phấn đấu quy mô doanh số giao dịch đạt 10,000 tỷ.","Tiếp tục hoàn thiện nền tảng số, mang lại ""trải nghiệm xuất sắc"" và thu hút chuỗi giá trị của khách hàng về MB.",kpi_like,S_product,0.8,llm,,
mbbank_2024_s672_2,mbbank_2024,mbbank,2024,Hoạt động nổi bật năm 2024 – Vững vàng dẫn dắt tăng trưởng,"- Gia tăng chuyển đổi số, nâng tầm trải nghiệm khách hàng: Thúc đẩy mạnh mẽ chiến lược ""Tăng tốc số"", CIB đã triển khai thành công kết nối API tới 22 khách hàng lớn, bao gồm các đối tác chiến lược trong lĩnh vực tiêu dung, viễn thông, xăng dầu.., tạo nền tảng vững chắc để thu hút CASA và gia tăng ""sức hấp dẫn khách hàng"".","Điều này cho thấy niềm tin của khách hàng vào MB, cũng như năng lực cung ứng giải pháp tài chính toàn diện của CIB.","- Đột phá giải pháp Tài trợ chuỗi cung ứng (SCF): Mô hình Tài trợ chuỗi cung ứng đã có bước chạy đà ấn tượng trong năm 2024 với 35 chuỗi triển khai thành công, doanh số tài trợ đạt gần 1.000 tỷ và dư nợ tăng trưởng 5,531% chỉ trong 6 tháng cuối năm.",bullet_like,S_product,0.9,llm_weak_agree,,
vpbank_2021_s739_0,vpbank_2021,vpbank,2021,Kết quả kiểm soát rủi ro MTXH,"Từ 2016, VPBank ""ã triển khai Hệ thống quản lý rủi ro MTXH tuân thủ theo luật pháp Quốc gia và các Tiêu chuẩn Hoạt ""ộng Môi trường và Xã hội của Công ty tài chính quốc tế (IFC).",,"Chính sách MTXH hướng dẫn các Đơn vị kinh doanh, Đơn vị kiểm soát rủi ro tín dụng và c ấp phê duyệt ""ánh giá và cân nhắc các rủi ro MTXH liên quan ""ến các hoạt ""ộng cho vay và tài trợ của ngân hàng.",paragraph,G,0.9,llm_weak_agree,,
techcombank_2023_s762_1,techcombank_2023,techcombank,2023,Trọng tâm năm 2024,- ♦ Gia tăng các nguồn vốn trung hạn và dài hạn từ các tổ chức uy tín trong và ngoài nước.,"- ♦ Đầu tư mạnh vào hệ thống IT, bao gồm hệ thống KRX nhằm mang lại trải nghiệm quản lý gia sản tốt nhất cho nhà đầu tư.","- ♦ Xây dựng hệ sinh thái sản phẩm, dịch vụ đa dạng, chuyên biệt theo từng nhu cầu khác nhau của khách hàng trên nền tảng công nghệ số.",bullet_like,Non_ESG,0.9,llm,,
agribank_2021_s333_1,agribank_2021,agribank,2021,Quản trị rủi ro toàn diện,"Trong năm 2021, Agribank đã thành lập các đơn vị chuyên trách về quản lý rủi ro thuộc tuyến bảo vệ thứ hai, khắc phục được hạn chế về sự chồng chéo, phân tán trong hoạt động quản lý rủi ro: Trung tâm Quản lý rủi ro tín dụng thực hiện chức năng quản lý rủi ro tín dụng và quản lý rủi ro tập trung trong hoạt động cấp tín dụng; Trung tâm Quản lý rủi ro phi tín dụng thực hiện chức năng quản lý các chuyên đề ngoài tín dụng gồm rủi ro hoạt động, thanh khoản, rủi ro lãi suất trên sổ ngân hàng, rủi ro thị trường, rủi ro tập trung đối với các hoạt động tự doanh.","Xác định quản trị rủi ro toàn diện là yếu tố quan trọng hàng đầu trong hoạt động ngân hàng hiện đại để bảo vệ cả ngân hàng và khách hàng, Agribank không ngừng kiện toàn mô hình quản trị rủi ro theo ba tuyến bảo vệ: (i) tuyến thứ nhất có chức năng nhận dạng, kiểm soát và giảm thiểu rủi ro; (ii) tuyến thứ hai xây dựng chính sách quản lý rủi ro, quy định nội bộ về quản trị rủi ro, đo lường, theo dõi rủi ro và tuân thủ quy định pháp luật và (iii) tuyến thứ ba thực hiện chức năng kiểm soát, kiểm toán nội bộ.","Từ đó nâng cao hiệu quả kiểm soát rủi ro, hỗ trợ tích cực và đem lại hiệu quả tốt cho hoạt động kinh doanh của ngân hàng.",paragraph,G,0.95,llm_weak_agree,,
vib_2015_s263_0,vib_2015,vib,2015,Quản trị rủi ro thị trường và thanh khoản,Hạn mức thẩm quyền được giới hạn trong mức,,,paragraph,G,0.9,llm_weak_agree,,
mbbank_2022_s2976_0,mbbank_2022,mbbank,2022,CAM KẾT THUÊ HOẠT ĐỘNG,"| | 31/12/2021
 triệu VND | 31/12/2021
 triệu VND |
|--------------------------------------------|-----------|-----------|
| Các cam kết thuê hoạt động không hủy ngang | | |
| Trong đó: | | |
| - đến hạn trong 1 năm | 188.819 | 101.200 |
| - đến hạn từ 2 đến 5 năm | 1.050.061 | 980.064 |
| - đến hạn sau 5 năm | 326.099 | 254.510 |
| | 1.564.979 | 1.335.774 |",,,table_like,Non_ESG,0.9,llm,,
bidv_2023_s1414_6,bidv_2023,bidv,2023,HOẠT ĐỘNG QUẢN TRỊ CÔNG TY (tiếp theo),"| Công bố thông tin và minh bạch | | | |
| (P)D.1 | Hình phạt của cơ quan quản lý liên quan đến báo cáo tài chính | | | |
| (P)D.1.1 | Công ty có nhận được ""ý kiến loại trừ"" trong báo cáo kiểm toán 
 độc lập?","| | Không phát sinh tại BIDV | |
| (P)D.","| | Ý kiến kiểm toán chấp nhận toàn phần | ần |
| (P)D.1.2 | Công ty có nhận được ""ý kiến bất lợi"" trong báo cáo kiểm toán 
 độc lập?",table_like,G,0.9,llm_weak_agree,,
mbbank_2022_s630_0,mbbank_2022,mbbank,2022,CÁC HOẠT ĐỘNG NỔI BẬT,"- Định kỳ thực hiện khảo sát sự hài lòng và gắn kết của Người lao động với tổ chức
- Định kỳ tổ chức Hội nghị người lao động thường niên (tháng 1 hàng năm)
- Thỏa ước lao động tập thể được gửi lấy ý kiến trực tiếp Người lao động thông qua công đoàn cơ sở, 100% Người lao động tán thành nội dung tại Thỏa ước lao động tập thể",,,bullet_like,S_labor,0.95,llm_weak_agree,,
mbbank_2023_s1301_23,mbbank_2023,mbbank,2023,Gắn kết các bên liên quan,"|
| CƠ 
 QUAN 
 QUẢN LÝ | Đóng góp ý kiến đối 
 với các dự thảo
 chính sách | Khi có phát 
 sinh | - Việc MB thực 
 hiện chính sách 
 hỗ trợ phát triển 
 kinh tế, tạo cơ sở 
 quản lý
 dh h | - Kế hoạch phát triển Ngân hàng xanh theo 
 Quyết định 1604/QĐ-NHNN.","- Triển khai thực hiện đánh giá rủi ro môi 
 trường xã hội trong hoạt động tín dụng của 
 ngân hàng theo TT 17/2022/ NHNN.","- Triển khai thực hiện đánh giá rủi ro môi 
 trường xã hội trong hoạt động tín dụng của 
 ngân hàng theo TT 17/2022/ NHNN.",paragraph,E,0.9,llm,,
mbbank_2024_s3151_0,mbbank_2024,mbbank,2024,Mục lục GRI,"| Tiêu chuẩn GRI | Chỉ số GRI | Trang |
|-------------------|---------------------------------------------------------------|---------|
| | 2-18 Đánh giá hiệu quả hoạt động của cấp quản trị cao nhất | 218-221 |
| | 2-19 Chính sách thù lao | 236 |
| | 2-20 Quy trình xác định thù lao | 236 |
| | 2-21 Tỷ lệ tổng thù lao hàng năm | 344-345 |
| | 2-22 Tuyên bố về chiến lược phát triển bền vững | 154-155 |
| | 2-23 Các cam kết chính sách | 154-155 |
| | 2-24 Tích hợp các cam kết chính sách | 158-163 |
| | 2-25 Quy trình khắc phục các tác động tiêu cực | 207 |
| | 2-26 Cơ chế tìm kiếm sự tư vấn và báo cáo các vấn đề quan tâm | 207 |
| | 2-27 Tuân thủ pháp luật và các quy định | 204 |
| | 2-28 Thành viên của các Hiệp hộ | 18-19 |
| | 2-29 Phương pháp tiếp cận đối với gắn kết các bên liên quan | 164-165 |
| | 2-30 Thỏa ước thương lượng tập thể | 199 |
| GRI 3: 
 Lĩnh vực trọng yếu 2021 | 3-1 Quy trình xác định các lĩnh vực trọng yếu | 166 |
| | 3-2 Danh sách các lĩnh vực trọng yếu | 168 |
| | 3-3 Quản trị các lĩnh vực trọng yếu | 168 |
| GRI 201: 
 Hiệu quả hoạt động 
 kinh tế 2016 | 201-1 Giá trị kinh tế trực tiếp được tạo ra và phân bổ | 200 |
| | 201-2 Ảnh hưởng đến kết quả hoạt động tài chính, các rủi ro và cơ hội 
 khác do biến đổi khí hậu | 191 |
| | 201-3 Các nghĩa vụ theo chế độ phúc lợi đã quy định và các chế độ hưu 
 trí khác | 197-199 |
| | 201-4 Hỗ trợ tài chính nhận được từ Chính phủ | |",,,table_like,Non_ESG,0.9,llm,,
techcombank_2024_s2762_9,techcombank_2024,techcombank,2024,BÁO CÁO QUẢN TRỊ THEO KHỐI,"Phát triển bền vững cùng Tech – Báo cáo Bền vững:
 ♦ Khát vọng và mục tiêu phát triển bền vững của Techcombank 
 ♦ Chính sách môi trường và hệ thống quản lý | 157-159
 167-169
 174-176 |
| GRI 2:
 Công bố thông 
 tin chung | 2-25 Quy trình khắc 
 phục tác động tiêu cực | 05.","Phát triển bền vững cùng Tech – Quản trị rủi ro:
 ♦ Dấu ấn năm 2024
 05.","Phát triển bền vững cùng Tech – Quản trị rủi ro:
 ♦ Dấu ấn năm 2024
 05.",table_like,E,0.9,llm_weak_agree,,
viettinbank_2022_s1277_0,viettinbank_2022,viettinbank,2022,HOẠT ĐỘNG HỖ TRỢ VÀ CHĂM SÓC KHÁCH ÀỆ ẠỘỢ HÀNG DOANH NGHIỆP,"Ghi nhận những nỗ lực bền bỉ và các giải pháp ồng bộ mà VietinBank 
ã thực hiện 
ể cải thiện chất lượng dịch vụ, nâng cao mức 
ộ hài lòng của khách hàng trong suốt thời gian qua, tạp chí Global Banking &amp; Finance Review 
ã 5 năm liên tiếp (2018-2022) trao tặng VietinBank giải thưởng danh giá ""The Leading Contact Center of Vietnam"" và giải thưởng ""Ngân hàng em lại sự hài lòng và hạnh phúc cho khách hàng Banking Customer Satisfaction and Happiness"" trong năm 2022.",,,paragraph,S_product,0.9,llm_weak_agree,,
vpbank_2022_s966_0,vpbank_2022,vpbank,2022,Những đích đến khát vọng,"Chiến lược phát triển 5 năm lần thứ 3 của VPBank đã khởi đầu với những kết quả nổi bật trong năm 2022, dẫn đầu hệ thống ở nhiều chỉ tiêu như: quy mô vốn điều lệ lớn nhất, thiếp lập kỷ lục kết năm về chỉ số sinh lời ROA tại ngân hàng riêng lẻ, tối ưu hiệu quả vận hành với chỉ số CIR tốt nhất thị trường, sở hữu ngân hàng số toàn năng có tốc độ tăng trưởng vượt trội với trải nghiệm khách hàng được đánh giá hàng đầu trong lĩnh vực tài chính tại Việt Nam.",,,paragraph,Non_ESG,0.9,llm,,
bidv_2020_s689_1,bidv_2020,bidv,2020,TỔNG QUAN VỀ BÁO CÁO PHÁT TRIỂN BỀN VỮNG,"BIDV đánh giá kỹ lưỡng các rủi ro môi trường khi thẩm định dự án, yêu cầu khách hàng thực hiện nghiêm túc quy định của pháp luật về bảo vệ môi trường.","Thứ ba, BIDV luôn chú trọng và chuyên nghiệp hóa công tác quản lý rủi ro môi trường và xã hội bằng quy trình cấp tín dụng.","Trong quá trình triển khai dự án, BIDV thường xuyên giám sát, quản lý rủi ro môi trường xã hội song song với quá trình giải ngân, đảm bảo các dự án được BIDV tài trợ hạn chế tối đa ảnh hưởng tiêu cực đến môi trường.",paragraph,E,0.9,llm_weak_agree,,
techcombank_2024_s1314_0,techcombank_2024,techcombank,2024,Các Nghị quyết HĐQT ban hành trong năm 2024 – Xin ý kiến bằng văn bản,"| STT | Số Nghị quyết | Ngày ban hành | Nội dung chính |
|---------|--------------------------|------------------|------------------------------------------------------------------------------|
| 86 | Số 0469/2024/NQ-HĐQT-TCB | 26/6/2024 | Sửa đổi, bổ sung “Quy định Quản trị rủi ro thị trường, rủi ro lãi suất trên sổ ngân hàng và 
 rủi ro tập trung giao dịch sổ kinh doanh” số 0025/2021/QĐ1 ngày 11/10/2021 và đổi tên 
 Quy định thành “Quy định Quản trị rủi ro thị trường, rủi ro lãi suất trên sổ ngân hàng và 
 rủi ro tập trung giao dịch tự doanh”.",,"|
| 87 | Số 0470/2024/NQ-HĐQT-TCB | 26/6/2024 | Phê duyệt Phương án phát hành riêng lẻ Trái phiếu Techcombank năm 2024 – Lần 8 – 
 2000 tỷ đồng.",table_like,G,0.9,llm_weak_agree,,
mbbank_2024_s592_0,mbbank_2024,mbbank,2024,Rủi ro thanh khoản,"MB xây dựng khung quản lý rủi ro lãi suất trên sổ ngân hàng là sự kết hợp chặt chẽ giữa cơ cấu tổ chức theo nguyên tắc ba tuyến bảo vệ và hệ thống quy định nội bộ, mô hình, hạn mức.; Triển khai quản lý rủi ro lãi suất trên sổ ngân hàng đảm",,,paragraph,G,0.9,llm_weak_agree,,
viettinbank_2020_s1217_0,viettinbank_2020,viettinbank,2020,2. PHÁT TRIỂN BỀN VỮNG VỀ MÔI TRƯỜ NG VÀ XÃ HỘI,"VietinBank #ã chủ #ộng xây dựng các chính sách, sản phẩm tạ o cơ chế linh hoạ t trong tài trợ các dự án Xanh như: Chính sách cấp tín dụng cho dự án #iện mặt trời mái nhà; Chính sách tín dụng tài trợ #ặc thù dự án năng lượng tái tạ o; Bộ #iều kiện và hướng dẫn thẩm #ịnh với dự án năng lượng tái tạ o; Cung cấp giải pháp tài chính toàn diện cho các doanh nghiệp trong lĩnh vực năng lượng, phục vụ toàn diện chuỗi giá trị ngành năng lượng từ năng lượng sơ cấp, sản xu ất, truyền tải, phân phối và dịch vụ phục vụ ngành năng lượng; Nâng cao năng lực tư vấn và thu xếp vốn cho các dự án năng lượng, #ặc biệt là các dạ ng năng lượng mới như #iện khí LNG (Liquefied Natural Gas – Khí thiên nhiên hóa lỏng), thủy #iện tích năng, năng lượng tái tạ o,.",,"Tiếp tục triển khai có hiệu quả chương trình kết n ối ngân hàng - doanh nghiệp, các chương trình, chính sách của Nhà nước hỗ trợ doanh nghiệp trong tiếp cận vốn tín dụng, #ặc biệt là các dự án hoặc doanh nghiệp #ầu tư vào lĩnh vực năng lượng tái tạ o, năng lượng sạ ch, góp phần gia tăng sự #óng góp của lĩnh vực tư nhân trong sự phát triển ngành năng lượng.",paragraph,E,0.9,llm,,
vpbank_2023_s734_6,vpbank_2023,vpbank,2023,Nâng cao trải nghiệm khách hàng,"- Trải nghiệm các tiện ích số hóa mới được VPBank thiết kế riêng và duy nhất trên thị trường, như: chuyển tiền du học online, giải ngân cho các doanh nghiệp SME online, phát hành chứng thư bảo lãnh L/C, bảo lãnh online, cấp giấy đi đường online cho các khách hàng có khoản vay ô tô...","Đặc biệt, các khách hàng là doanh nghiệp được chăm sóc qua kênh tổng đài chuyên biệt của Khối OPS với đầu số riêng 1900.234.568, với các tổng đài viên am hiểu chuyên môn, ứng dụng công nghệ nhận diện giọng nói, callbot, chatbot, có thể phục vụ khách hàng mọi lúc mọi nơi trên tất cả các nền tảng tương tác, thời gian gặp tổng đài viên chỉ trong vòng vài giây.",,bullet_like,S_product,0.9,llm,,
viettinbank_2024_s2104_2,viettinbank_2024,viettinbank,2024,» Top 10 Doanh nghiệp bền vững trong lĩnh vực thương mại - dịch vụ tại Việt Nam năm 2024 (CSI 2024),Giải thưởng là sự ghi nhận những nỗ lực của VietinBank trong hoạt ộng PTBV cũng như những óng góp quan trọng của Ngân hàng vào chiến lược PTBV Quốc gia.,"Hà Nội, VietinBank ã ược vinh danh lần thứ 3 trong ""Top 10 Doanh nghiệp bền vững trong lĩnh vực thương mại - dịch vụ tại Việt Nam năm 2024"".",,paragraph,S_community,0.9,llm,,
bidv_2023_s1325_4,bidv_2023,bidv,2023,HOẠT ĐỘNG QUẢN TRỊ CÔNG TY (tiếp theo),"| | Thể hiện tại Báo cáo thường niên – mục 
 Quản trị công ty | mục |
| E.2.17 | Sự tham gia của thành viên trong các cuộc họp của Ủy ban Thù lao/
 Lương thưởng có được công bố công khai, nếu có, Ủy ban Thù lao/
 Lương thưởng có họp tối thiểu hai lần trong năm?","| x | Chủ tịch của Ủy ban Nhân sự tại BIDV 
 không phải là thành viên HĐQT độc lập | DV 
 lập |
| E.2.16 | Công ty có công bố quy chế hoạt động/ cơ cấu quản trị/ điều lệ của 
 Ủy ban Thù lao/Lương thưởng?","| | Thể hiện tại Báo cáo thường niên – mục 
 Quản trị công ty | mục |
| | Ủy ban Kiểm toán | | | |
| E.2.18 | Công ty có Ủy ban Kiểm toán không?",table_like,G,0.9,llm_weak_agree,,
vib_2022_s215_8,vib_2022,vib,2022,5.2 Các dii an thiic hiên,Smart Sales chinh là chla khOa giüp CBNV kinh doanh kgt nöi khách hang và djch vy ngân hang mt cách nhanh chóng và thun tin nht.,"- Smart Sales: Du' an phát trin dng dyng Smart Sales - i.rng dyng nôi bô dành cho CBNV kinh doanh cüa VIB - thIcic trin khai tü' nàm 2020, là môt trong nhu'ng d' an quan trong nht nhm thu'c hiên muc tiêu s6 háa ngân hang.","egn hgt näm 2022, Smart Sales dã trO thành trcf 19 ban hang dc lu'c và không the' thigu cüa tht ca' CBNV kinh doanh VIB vOi ti l sü' dyng hang ngày len dn hcin 95%.",bullet_like,S_labor,0.8,llm_weak_agree,,
vpbank_2020_s450_2,vpbank_2020,vpbank,2020,ĐIỂM SÁNG,"-  Chuyển đổi mô hình bán hàng truyền thống tại các điểm giới thiệu dịch vụ (POS) sang mô hình bán hàng đa nhiệm, giúp giảm thiểu chi phí nhân lực và nâng cao chất lượng kinh doanh từ nhân sự của đối tác.","-  Tăng tốc ứng dụng các công nghệ tiên tiến như Chữ ký điện tử, Trí tuệ nhân tạo (AI) và Dữ liệu lớn (Big Data) giúp hoàn thiện hơn các nền tảng tài chính của công ty.","-  Duy trì tỉ lệ an toàn vốn (CAR) ở mức 19,1%, vượt xa mức yêu cầu tối thiểu (9%).",bullet_like,S_labor,0.8,llm,,
mbbank_2024_s2876_0,mbbank_2024,mbbank,2024,13.2 Chứng khoán đầu tư giữ đến ngày đáo hạn,"Chứng khoán nợ do các TCTD trong nước phát hành có kỳ hạn 5 năm (31/12/2023: 5 năm) và có lãi suất 9,00%/năm (31/12/2023: 9,00%/năm).",,,kpi_like,Non_ESG,1.0,llm,,
viettinbank_2020_s1168_1,viettinbank_2020,viettinbank,2020,CHỈ ĐẠO VÀ GIÁM SÁT ĐỐ I VỚI KTNB,"Công tác giám sát cấp cao .ối với KTNB .ược triển khai thông qua vai trò người phụ trách .oàn KTNB, qua .ó, kiểm soát chất lượng hoạt .ộng kiểm toán, tuân thủ chuẩn mực .ạo .ức nghề nghiệp cũng như .ánh giá .iểm .ạt .ược/hạn chế của KTNB .ể rút kinh nghiệm kịp thời qua m ỗi .oàn kiểm toán.","Trong năm 2020, BKS thường xuyên chỉ .ạo và giám sát hoạt .ộng KTNB theo chức năng, nhiệm vụ và kế hoạch KTNB .ã .ược phê duyệt.","Về cơ bản, phòng KTNB .ã hoàn thành các cuộc kiểm toán theo kế hoạch phê duyệt.",paragraph,G,0.9,llm_weak_agree,,
shb_2024_s898_2,shb_2024,shb,2024,"3.2. Cải tiến về quản trị rủi ro, hướng tới đáp ứng các thông lệ và chuẩn mực quốc tế","Đồng thời, SHB không ngừng mở rộng và nâng cao năng lực trong việc tăng trưởng tín dụng xanh cũng như thực hiện các biện pháp quản lý rủi ro môi trường xã hội trong hoạt động cấp tín dụng, phát triển danh mục tín dụng xanh một cách bền vững.",- Thiết lập hệ thống quản lý rủi ro môi trường xã hội (ESMS) với cấu trúc rõ ràng và tích hợp trong quy trình cấp tín dụng.,"- Mở rộng ứng dụng công nghệ và dữ liệu lớn (Big Data, AI) trong quản lý rủi ro tín dụng, giúp nâng cao tính chính xác trong đánh giá rủi ro và ra quyết định tín dụng.",bullet_like,E,0.9,llm_weak_agree,,
bidv_2020_s9_2,bidv_2020,bidv,2020,"Thưa Quý Khách hàng, Quý Nhà đầu tư,","Đại dịch Covid-19 đã trở thành cú sốc và tác nhân lớn đẩy kinh tế thế giới rơi vào suy thoái sâu, bên cạnh các vấn đề lớn vẫn còn tồn tại như biến đổi khí hậu, xu thế chủ nghĩa bảo hộ gia tăng, chiến tranh thương mại.","Chưa bao giờ trong lịch sử nhiều quốc gia trải qua cuộc khủng hoảng kép về kinh tế và y tế, gây thiệt hại nặng nề cả về mặt kinh tế và xã hội như vậy.",,paragraph,Non_ESG,0.9,llm,,
techcombank_2024_s446_3,techcombank_2024,techcombank,2024,Chi phí tiếp thị và khuyến mãi,Chúng tôi cũng đưa trải nghiệm khách hàng lên một tầm cao mới bằng việc tài trợ cho các sự kiện như chương trình thực tế ca nhạc Anh Trai Vượt Ngàn Chông Gai (ATVNCG).,"Chúng tôi cũng giới thiệu chương trình sáng tạo bài hát bằng AI đầu tiên của Việt Nam nhằm lan tỏa cam kết thương hiệu ""Vượt trội hơn mỗi ngày"" theo cách thức mới mẻ và độc đáo.","Sự kiện Techcombank Keynote lần đầu tiên được Ngân hàng tổ chức vào tháng 6/2024 đã góp phần chứng tỏ giá trị thực tiễn mà các khoản đầu tư của chúng tôi vào dữ liệu, số hóa và nhân tài đang mang lại cho khách hàng.",paragraph,S_product,0.8,llm_weak_agree,,
vib_2015_s3127_0,vib_2015,vib,2015,Dịch vụ khách hàng vượt trội,"2015, VIB cũng triển khai chương trình “Hợp tác chia sẻ",,,paragraph,S_product,0.8,llm_weak_agree,,
bidv_2022_s1964_0,bidv_2022,bidv,2022,"CHO CUỘC SỐNG XANH, HƯỚNG TỚI PHÁT TRIỂN BỀN VỮNG",Lĩnh vực Y tế: BIDV tài trợ lĩnh vực y tế với tổng chi phí gần 103 tỷ đồng.,,"BIDV đã tài trợ 68 xe cứu thương cho các cơ sở y tế tại 63 tỉnh, thành phố trong cả nước, tài trợ trang thiết bị y tế, cơ sở vật chất cho các cơ sở y tế, đặc biệt là các khu vực khó khăn, biên giới, hải đảo, góp phần nâng cao chất lượng khám chữa bệnh chăm sóc sức khỏe cho nhân dân, bảo vệ chủ quyền biển đảo tổ quốc.",kpi_like,S_community,0.9,llm,,
agribank_2020_s314_0,agribank_2020,agribank,2020,3.10. Người lao động tích cực tham gia các phong trào thi đua và được khen thưởng xứng đáng,Người lao động tích cực tham gia các phong trào thi đua và được khen thưởng xứng đáng,,,heading_like,S_labor,0.9,llm_weak_agree,,
viettinbank_2022_s1248_4,viettinbank_2022,viettinbank,2022,HOẠT ĐỘNG THỊ TRƯỜNG VỐN XANH THEO Ẫ ẠỘỊ HƯỚNG DẪN CỦA ỦY BAN CHỨNG KHOÁN NHÀ NƯỚC,"Tổng số lượng khách hàng 
ã ký kết hợp 
ồng tín dụng là trên 1.000 khách hàng, trong 
ó lĩnh vực chiếm tỷ trọng lớn nhất là năng lượng tái tạo.","Các hành 
ộng triển khai 
ã giúp dư nợ ối với lĩnh vực xanh của VietinBank tăng tưởng qua các năm, tỷ trọng tài trợ dự án xanh trong tổng dư nợ tín dụng của Ngân hàng 
ã tăng từ 1,47% năm 2018 lên 
ến 6,05% năm 2022.",,kpi_like,E,0.9,llm_weak_agree,,
mbbank_2024_s2144_0,mbbank_2024,mbbank,2024,NGHÌN TỶ VNĐ,"MB định hướng ""Là ngân hàng có trách nhiệm cao"" mỗi nhân viên MB tích cực hưởng ứng, tham gia đóng góp cho cộng đồng, xã hội và các hoạt động bảo vệ môi trường trong và ngoài MB.",,,paragraph,S_community,0.9,llm,,
