sent_id,doc_id,bank,year,section_title,sentence,ctx_prev,ctx_next,block_type,final_topic,llm_conf,label_source,gold_topic,annotator_note
vpbank_2024_s2203_1,vpbank_2024,vpbank,2024,4.5 Phân loại nợ và trích lập dự phòng rủi ro tín dụng,"Việc phân loại nợ và lập dự phòng rủi ro tín dụng được thực hiện theo quy định, trình bày tại Thuyết minh số 4.5.",Dự phòng rủi ro tín dụng của các khoản cho vay khách hàng được hạch toán và trình bày thành một dòng riêng trên báo cáo tình hình tài chính hợp nhất.,,paragraph,G,0.95,llm_weak_agree,,
techcombank_2023_s2027_0,techcombank_2023,techcombank,2023,4.21. Thuế,Thuế thu nhập doanh nghiệp trên số lãi hoặc lỗ trong năm bao gồm thuế thu nhập hiện hành và thuế thu nhập hoãn lại.,,Thuế thu nhập doanh nghiệp được ghi nhận trong báo cáo kết quả hoạt động hợp nhất.,paragraph,Non_ESG,1.0,llm,,
bidv_2024_s580_3,bidv_2024,bidv,2024,Rủi ro công nghệ thông tin,"- Tiếp tục hoàn thiện, cải tiến và triển khai độc lập các công cụ đo lường QLRR CNTT như RCSA (Tự đánh giá kiểm soát RRCNTT), KRI (Chỉ số rủi ro trọng yếu), thẻ điểm đo lường, LDC (Thu thập và phân tích sự kiện RRCNTT), sử dụng các phát hiện của kiểm toán nội bộ và kiểm toán độc lập.","- Thiết lập, cải tiến/bổ sung mới và giám sát tuân thủ khẩu vị, hạn mức RRCNTT.","- Thực hiện các báo cáo định kỳ, đột xuất, báo cáo chuyên đề, công văn cảnh báo về công tác QLRRCNTT.",bullet_like,G,1.0,llm_weak_agree,,
mbbank_2021_s1066_1,mbbank_2021,mbbank,2021,ĐỊNH HƯỚNG HOẠT ĐỘNG KIỂM TOÁN NỘI BỘ NĂM 2022,KTNB phát huy năng lực kiểm toán và gia tăng giá trị tư vấn đối với hoạt động toàn tập đoàn đồng thời đảm bảo tuân thủ quy định pháp luật và quy định nội bộ.,"Năm 2022, Cơ quan Kiểm toán nội bộ triển khai hoạt động theo định hướng chuyển đổi năng lực kiểm toán nội bộ gắn với định hướng chiến lược MB giai đoạn 20222026 ""MB trở thành doanh nghiệp số tập đoàn tài chính dẫn đầu"".",,paragraph,G,1.0,llm_weak_agree,,
bsc_2021_s1245_0,bsc_2021,bsc,2021,Giấy phép Thành lập và Hoạt động,"Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (""Công ty"") là một công ty cổ phần được thành lập tại Việt Nam theo Giấy phép Thành lập và Hoạt động số 111/GP-UBCK do Ủy ban Chứng khoán Nhà nước cấp ngày 31 tháng 12 năm 2010.",,Giấy phép Thành lập và Hoạt động đã được điều chỉnh nhiều lần và lần gần nhất số 04/GPDC-UBCK được cấp ngày 11 tháng 1 năm 2022.,paragraph,Non_ESG,1.0,llm,,
techcombank_2023_s1275_4,techcombank_2023,techcombank,2023,Kết quả của các cuộc họp của Ban Kiểm soát,"♦ Xem xét kết quả giám sát hoạt động cấp tín dụng, phi tín dụng với 
 khách hàng thuộc diện phê duyệt của HĐQT.","|
| 2 | 02/2023/NQBKS | 27/06/2023 | ♦ Xem xét và thông qua báo cáo của KTNB về kết quả hoạt động Quý 
 II/2023, các tỷ lệ an toàn trong hoạt động ngân hàng.","|
| 3 | 03/2023/NQBKS | 04/08/2023 | ♦ Xem xét và thông qua báo cáo của KTNB về kết quả việc rà soát, 
 đánh giá quy định nội bộ của NHTM và cấp tín dụng đối với khách 
 hàng có dư nợ tín dụng lớn.",kpi_like,G,0.95,llm_weak_agree,,
vpbank_2020_s819_0,vpbank_2020,vpbank,2020,ỦY BAN NHÂN SỰ,"Ủy ban Nhân sự họp định kỳ hàng tháng và thực hiện cho ý kiến bằng văn bản, để thường xuyên rà soát, xem xét và xử lý kịp thời đối với các vấn đề liên quan đến cơ cấu tổ chức, nhân sự, chế độ đãi ngộ.",,Các hoạt động chính của Ủy ban nhân sự trong năm 2020 như sau,paragraph,S_labor,0.95,llm_weak_agree,,
viettinbank_2023_s1514_2,viettinbank_2023,viettinbank,2023,"Tăng trưởng tín dụng có chọn lọc gắn liền với tăng trưởng theo ngành nghề, địa bàn có tiềm năng","- » Tăng trưởng dư nợ vào lĩnh vực sản xuất kinh doanh, tín dụng ""xanh"", lĩnh vực ưu tiên, mũi nhọn theo định hướng của Chính phủ; các lĩnh vực thiết yếu của nền kinh tế; ưu tiên nguồn lực hỗ trợ người dân, doanh nghiệp phục vụ hoạt động sản xuất, kinh doanh, khắc phục khó khăn; các lĩnh vực sản xuất, kinh doanh có tiềm năng phục hồi tốt và khai thác tốt các khu vực trọng điểm kinh tế, các lĩnh vực phù hợp với thế mạnh của từng địa phương.","- » Tiếp tục chuyển dịch cơ cấu danh mục tín dụng theo định hướng đẩy mạnh tăng trưởng dư nợ phân khúc KHBL và KHDN NVV, theo đó tỷ trọng dư nợ bình quân 2 phân khúc tăng từ 63,35% năm 2021 lên 63,73% tổng dư nợ năm 2023.",,bullet_like,E,0.95,llm,,
shb_2020_s1472_2,shb_2020,shb,2020,cc. Lãi cơ bản trên cổ phiếu,Lãi suy giảm trên cổ phiếu được xác định bằng cách điều chỉnh lãi hoặc lỗ thuộc về cổ đông và số lượng cổ phiếu phổ thông bình quân đang lưu hành có tính đến ảnh hưởng của cổ phiếu phổ thông tiềm năng.,Lãi cơ bản trên cổ phiếu được tính bằng cách lấy lãi hoặc lỗ thuộc về cổ đông phổ thông của SHB chia cho số lượng cổ phiếu phổ thông bình quân gia quyền lưu hành trong năm.,,paragraph,Non_ESG,1.0,llm,,
shb_2021_s858_8,shb_2021,shb,2021,8.4 Hoạt động thị trường vốn xanh,SHB sẽ thay mặt Bộ Công Thương quản lý Quỹ chia sẻ rủi ro RSF và phát hành bảo lãnh rủi ro tín dụng cho các Ngân hàng tham gia cho vay các tiểu dự án về tiết kiệm năng lượng.,"- Trong năm 2021, SHB đã được World Bank và Bộ Công Thương lựa chọn trở thành Đơn vị Triển khai Dự án (PIE) của Dự án Thúc đẩy hiệu quả năng lượng trong các ngành công nghiệp Việt Nam do Quỹ Khí hậu Xanh (GCF) tài trợ thông qua World Bank.",Mô hình của dự án lần đầu tiên được áp dụng tại Việt Nam sẽ góp phần quan trọng trong quá trình khuyến khích,bullet_like,E,1.0,llm_weak_agree,,
agribank_2022_s360_1,agribank_2022,agribank,2022,"Thanh toán trong nước cung cấp dịch vụ đa kênh, đa tiện ích","Các dịch vụ thanh toán đảm bảo an toàn, nhanh chóng, bảo mật thông tin khách hàng.","Ngoài phát triển các dịch vụ thanh toán chuyển tiền truyền thống trên kênh quầy giao dịch, dịch vụ thanh toán qua kênh điện tử được phát triển mạnh mẽ thông qua triển khai các dịch vụ trên Emobile banking, internet banking.",,paragraph,S_product,1.0,llm_weak_agree,,
shb_2022_s356_1,shb_2022,shb,2022,CƠ HỘI,"Ngành ngân hàng ngày càng mở rộng vai trò quan trọng trong việc kết nối, phân bổ và thúc đẩy nguồn vốn trong nền kinh tế, cũng như trong kết nối và phát triển các dịch vụ tài chính cho sự phát triển và hưng thịnh của đất nước.","Với 70% dân số Việt Nam chưa tiếp cận dịch vụ ngân hàng, tiềm năng phát triển của lĩnh vực tài chính ngân hàng còn rất lớn.",,kpi_like,Non_ESG,0.9,llm,,
shb_2023_s847_2,shb_2023,shb,2023,2.4. Hoạt động đầu tư,"Thực hiện theo tinh thần chỉ đạo của Thủ tướng Chính phủ về việc khuyến khích, thúc đẩy phát triển các dự án năng lượng sạch, điện mặt trời, năm 2022, SHB tiếp tục đầu tư một số trái phiếu thuộc lĩnh vực năng lượng (nhiệt điện, thủy điện, điện mặt trời).","Hầu hết các trái phiếu doanh nghiệp SHB đang đầu tư đều có mục đích kinh doanh trong ngắn hạn, góp phần tăng lợi nhuận cho ngân hàng.",Số dư trái phiếu thuộc lĩnh vực năng lượng chiếm gần 50%/ tổng số trái phiếu doanh nghiệp đầu tư.,kpi_like,E,1.0,llm_weak_agree,,
techcombank_2024_s1426_0,techcombank_2024,techcombank,2024,Các Nghị quyết Ban Kiểm soát ban hành trong năm 2024 – Xin ý kiến bằng văn bản,"| STT | Số Nghị quyết | Ngày ban hành | Nội dung chính |
|--------|--------------------|------------------|------------------------------------------------------------------------------------------|
| 1 | Số 06/2024/BKS-TCB | 28/02/2024 | Thông qua báo cáo về Kiểm toán nội bộ năm 2023 (gửi NHNN định kỳ hàng năm theo quy định) |
| 2 | Số 14/2024/BKS-TCB | 10/04/2024 | Thông qua việc bổ sung kế hoạch Kiểm toán nội bộ năm 2024 |",,,table_like,G,1.0,llm_weak_agree,,
bidv_2021_s466_2,bidv_2021,bidv,2021,07 RỦI RO LUẬT PHÁP,Các quy định mới được ban hành được đánh giá là phù hợp so với thực tiễn biến đổi của môi trường kinh doanh hiện tại và đã tạo ra những chuyển biến căn bản trong hoạt động của các doanh nghiệp nói chung và BIDV nói riêng như:,"Những năm gần đây, Quốc hội Việt Nam đã thông qua nhiều luật quan trọng nhằm hoàn thiện khung pháp lý cho môi trường kinh doanh và hoạt động của các TCTD tại Việt Nam, gồm: Luật Doanh nghiệp số 59/2020/QH14; Luật Đầu tư số 61/2020/QH14; Luật Chứng khoán số 54/2019/ QH14; Luật Đầu tư theo phương thức đối tác công tư số 64/2020/QH14; Luật Quản lý thuế số 38/2019/ QH14; Luật Kinh doanh bất động sản số 66/2014/ QH13; Luật số 17/2017/QH14 sửa đổi, bổ sung một số điều của Luật Các tổ chức tín dụng 2010; Luật số 55/2019/QH14 sửa đổi, bổ sung một số điều của Luật kiểm toán nhà nước.",,paragraph,G,0.95,llm_weak_agree,,
bidv_2022_s2033_0,bidv_2022,bidv,2022,06,"BIDV luôn nỗ lực để góp phần cải thiện môi trường nhằm xây dựng ngân hàng xanh (Giải chạy BIDVRUN - Cho Cuộc sống Xanh năm 2022 ghi nhận 2,1 triệu km thành tích chạy; đóng góp 8,2 tỷ đồng để xây nhà cộng đồng tránh lũ và ủng hộ 187.666 cây xanh).",,,kpi_like,E,0.9,llm,,
techcombank_2023_s596_0,techcombank_2023,techcombank,2023,KHỐI NGÂN HÀNG BÁN BUÔN (WB),"Trong năm 2023, chúng tôi đã đạt được các cột mốc quan trọng trong chiến lược đa dạng hóa và cam kết phát triển bền vững, đồng thời nâng cấp đáng kể chất lượng dịch vụ nhằm ""Vươn tới những tầm cao mới"".",,,paragraph,S_product,0.85,llm,,
agribank_2021_s454_0,agribank_2021,agribank,2021,"3.2. Nỗ lực góp phần an sinh xã hội, xoá đói giảm nghèo","Là một trong những đơn vị đi đầu trong các hoạt động hỗ trợ xã hội và bảo vệ con người, Agribank thường xuyên phối hợp và đồng hành cùng Quỹ Bảo trợ trẻ em Việt Nam hỗ trợ trực tiếp cho trẻ em có hoàn cảnh khó khăn trên cả nước; triển khai các chương trình ""Mùa xuân cho em"", ""Gieo mầm yêu thương"", ""Tết cho trẻ em mồ côi"", ""Thêm con chữ, bớt đói nghèo"", ""Sóng và máy tính cho em"", ""Thắp sáng ước mơ"", tặng học bổng cho sinh viên nghèo vượt khó giúp cho các em được sống, học tập trong điều kiện và môi trường tốt hơn; được trưởng thành trong tình yêu thương, bao bọc của cộng đồng và xã hội.",,,paragraph,S_community,1.0,llm,,
vpbank_2023_s1531_10,vpbank_2023,vpbank,2023,A.2.1,"|
| E.2.10 | Chủ tịch của Ủy ban bổ nhiệm có phải là thành 
 viên HĐQT độc lập?","| | Thành viên HĐQT độc lập không thuộc Ủy ban 
 nhân sự của VPBank.","| | Chủ tịch Ủy ban Nhân sự của VPBank không 
 phải là thành viên HĐQT độc lập.",table_like,G,0.95,llm_weak_agree,,
vpbank_2023_s1040_3,vpbank_2023,vpbank,2023,"Những cải tiến về cơ cấu tổ chức, chính sách và quản lý","Đây là căn cứ để xác định mức lượng đối với CBNV tuyển mới/thăng chức, bổ nhiệm.","- Áp dụng khung lương năm 2023 căn cứ Báo cáo Khảo sát tiền lương theo thực tế thị trường năm 2023 (by Mercer), phù hợp thực tế tỷ lệ chi trả lương thưởng (pay mix) từng phân khúc nhân viên tại các mảng Front/Mid/Back.",- Điều chỉnh danh mục Hot Job 2023 (công việc khó thu hút và giữ chân nhân sự) dựa trên mức độ ưu tiên của ngân hàng ở các mảng chức năng/nghiệp vụ và dựa trên đánh giá thực tế danh mục hot job trên thị trường năm 2023 (Mercer).,bullet_like,S_labor,1.0,llm_weak_agree,,
vietcombank_2021_s910_1,vietcombank_2021,vietcombank,2021,Nguồn nhân lực chất lượng cao,"Bên cạnh đó, đội ngũ nhân sự tư vấn tài chính doanh nghiệp của VCBS phần lớn đều có thời gian công tác lâu năm tại các công ty chứng khoán, công ty quản lý quỹ, các định chế tài chính uy tín hàng đầu trong và ngoài nước, nhờ đó chất lượng nghiệp vụ cũng như kinh nghiệm tương tác thực tế của đội ngũ cán bộ đã được thử thách, bồi đắp qua thời gian và trên rất nhiều lĩnh vực ngành nghề của doanh nghiệp.","VCBS tự hào khi sở hữu nguồn nhân lực chất lượng cao, có chuyên môn tốt, được đào tạo bài bản theo các chuyên ngành Kinh tế - Tài chính trong và ngoài nước, sở hữu các chứng chỉ tài chính do UBCKNN cấp cũng như các chứng chỉ quốc tế như CPA, ACCA, CFA.","Với định hướng cốt lõi của nghiệp vụ tư vấn tài chính doanh nghiệp là trí tuệ và chất xám, VCBS sẽ tiếp tục tuyển dụng cán bộ mới có trình độ chuyên sâu, cũng như không ngừng đào tạo và trau dồi đội ngũ nhân sự hiện hữu để tiếp tục nâng cao vị thế VCBS trên bản đồ thị trường chứng khoán Việt Nam.",paragraph,S_labor,0.95,llm,,
techcombank_2023_s2400_0,techcombank_2023,techcombank,2023,47. TÀI SẢN TÀI CHÍNH VÀ NỢ PHẢI TRẢ TÀI CHÍNH,"(*) Ngân hàng chưa xác định giá trị hợp lý của các khoản mục này do chưa có đủ thông tin, cũng như chưa có hướng dẫn về xác định giá trị hợp lý theo Hệ thống Chuẩn mực kế toán Việt Nam và Chế độ báo cáo tài chính đối với các TCTD Việt Nam.",,,paragraph,Non_ESG,1.0,llm,,
shb_2023_s1094_0,shb_2023,shb,2023,"5.2.Cơ cấu kiểm soát, giám sát và quản trị rủi ro tại SHB","Trước đó, SHB đã hoàn tất 03 trụ cột của Hiệp ước vốn Basel II từ năm 2020, triển khai đánh giá nội bộ mức đủ vốn (ICAAP) định kỳ hàng năm từ năm 2021, đáp ứng tuân thủ toàn diện các yêu cầu của NHNN về quản trị rủi ro nói riêng và hệ thống kiểm soát nội bộ nói chung.",,,paragraph,G,1.0,llm_weak_agree,,
techcombank_2024_s1798_5,techcombank_2024,techcombank,2024,CHIẾN LƯỢC,"| Thực hiện các chính 
 sách và thực hành nội 
 bộ nhằm giảm thiểu dấu 
 chân carbon và thúc đẩy 
 các sáng kiến phát triển 
 cộng đồng.","| Tuân thủ các yêu cầu 
 quy định về phát triển 
 bền vững bằng cách áp 
 dụng các thực hành tốt 
 nhất trên thị trường.",,paragraph,E,0.9,llm_weak_agree,,
vietcombank_2024_s246_2,vietcombank_2024,vietcombank,2024,BỐI CẢNH VĨ MÔ,"Trên thị trường ngoại tệ, trước áp lực tỷ giá thường trực, Ngân hàng nhà nước (NHNN) đã điều hành chính sách tiền tệ theo từng bước nhằm ổn định thị trường ngoại tệ như phát hành tín phiếu, bán USD giao ngay cho các Ngân hàng thương mại (NHTM) có trạng thái âm ngoại tệ.","Trong khi đó, đối với lãi suất huy động: sau khi giảm tới ngưỡng đáy lịch sử vào tháng 4, mặt bằng lãi suất đã nhích tăng trở lại, nhằm đảm bảo sức hấp dẫn VND và đảm bảo hài hòa các cân đối vĩ mô.","Cuối năm 2024, VND giảm giá khoảng 4.8% so với USD.",kpi_like,Non_ESG,1.0,llm,,
vpbank_2024_s243_0,vpbank_2024,vpbank,2024,CIR (%),"Trong lộ trình chuyển đổi số toàn diện, VPBank không ngừng thúc đẩy đổi mới sáng tạo trên mọi hoạt động kinh doanh, tận dụng AI và GenAI để tối ưu hóa vận hành, mang đến các giải pháp tài chính đột phá và nâng cao trải nghiệm khách hàng, góp phần củng cố vị thế của ngân hàng trong kỷ nguyên số hóa toàn cầu.",,,paragraph,S_product,0.9,llm_weak_agree,,
mbbank_2024_s1899_0,mbbank_2024,mbbank,2024,"Phát triển các kênh thanh toán hiện đại dựa trên ứng dụng công nghệ số, đặc biệt là qua điện thoại di động","Các sản phẩm, dịch vụ tài chính cơ bản, hướng tới những đối tượng mục tiêu của tài chính toàn diện đều được đưa lên ứng dụng ngân hàng số (App, BIZ MBBank) nhằm tạo điều kiện cho mọi đối tượng của tài chính toàn diện dễ dàng tiếp cận, sử dụng.",,,paragraph,S_product,0.95,llm_weak_agree,,
bidv_2020_s725_2,bidv_2020,bidv,2020,NỖ LỰC BỀN VỮNG CHO PHÁT TRIỂN KINH TẾ,"Phát triển các ngành nghề kinh tế, kinh tế các địa phương, hỗ trợ doanh nghiệp nhỏ và vừa, trao quyền cho phụ nữ làm chủ, đóng góp tích cực vào công cuộc xóa đói, giảm nghèo, nâng cao chất lượng đời sống xã hội.","Với việc liên tục hoàn thành toàn diện các chỉ tiêu kế hoạch kinh doanh qua các năm đã tạo cơ sở để BIDV thực hiện tốt trách nhiệm đối với xã hội thông qua việc đóng góp cho ngân sách nhà nước, đem lại lợi ích tài chính lâu dài cho cổ đông và người lao động.",,paragraph,S_community,0.95,llm,,
techcombank_2023_s1452_4,techcombank_2023,techcombank,2023,Phát triển văn hóa doanh nghiệp,Điều này không chỉ được công nhận bởi nội bộ nhân viên mà còn được ghi nhận bởi các giải thưởng trao bởi những tổ chức uy tín trên thế giới:,Chúng tôi đã tạo ra một môi trường làm việc mà ở đó mỗi nhân viên đều có thể phát triển bản thân và sự nghiệp - một môi trường làm việc họ có thể tự hào.,,paragraph,S_labor,0.95,llm_weak_agree,,
mbbank_2022_s1782_0,mbbank_2022,mbbank,2022,Đối với xăng dầu,"Đã thống kê lượng tiêu thụ nước và năng lượng hàng tháng, Quý và năm, dự kiến tới năm 2023 sẽ thống nhất phương pháp đo đạc, thống kê cho 4 tòa nhà 18LVL, Cát Linh, Liễu Giai và MB HCM (đường cách mạng T8)",,,paragraph,E,1.0,llm_weak_agree,,
shb_2024_s913_0,shb_2024,shb,2024,5. Giải trình của Ban điều hành đối với ý kiến kiểm toán,"Xuất phát từ giá trị ""Tâm"" làm cốt lõi, Ban Lãnh đạo SHB cùng CBNV các cấp dành nhiều thiện tâm xây dựng một xã hội Việt Nam phát triển bền vững.",,,paragraph,S_community,0.95,llm,,
shb_2020_s19_0,shb_2020,shb,2020,Kính thưa Quý vị!,"Bên cạnh đó, trách nhiệm với cộng đồng, xã hội luôn là yếu tố gắn kết chặt chẽ song hành với hoạt động kinh doanh của ngân hàng.",,"Đó là lý do SHB không ngừng nỗ lực mang lại những giá trị tốt đẹp nhất cho cộng đồng, đóng góp vào sự phát triển bền vững của kinh tế, an sinh xã hội đất nước với nhiều hoạt động ý nghĩa trong các lĩnh vực giáo dục, thể thao, y tế, thiện nguyện.",kpi_like,S_community,1.0,llm_weak_agree,,
viettinbank_2021_s1296_1,viettinbank_2021,viettinbank,2021,"MINH BẠCH THÔNG TIN, ĐẢM BẢO QUYỀN LỢI Ổ Ạ CỔ ĐÔNG","VietinBank không những bảo đảm thời hạn, chất lượng của các thông tin công bố mà còn bảo đảm thông tin được công bố đầy đủ trên các phương tiện theo quy định, bao gồm trang thông tin điện tử (website) Quan hệ Nhà đầu tư VietinBank https://investor.vietinbank.vn, bằng cả tiếng Việt và tiếng Anh), trang thông tin điện tử của các Sở giao dịch chứng khoán, hệ thống CBTT của UBCKNN, Tổng Công ty lưu ký và bù trừ Chứng khoán Việt Nam; các phương tiện thông tin đại chúng.","Là một doanh nghiệp niêm yết với số lượng cổ đông lớn, để gia tăng niềm tin của các cổ đông, VietinBank luôn coi trọng tính minh bạch trong việc CBTT và là ngân hàng đi đầu, chủ động CBTT định kỳ/bất thường đầy đủ, kịp thời, tuân thủ thời hạn CBTT theo quy định.","Trong năm 2021, VietinBank đã thực hiện CBTT định kỳ và bất thường đầy đủ theo đúng quy định, bao gồm các báo cáo tài chính, báo cáo quản trị công ty; thông tin về họp ĐHĐCĐ thường niên/bất thường; tăng vốn điều lệ thông qua phát hành cổ phiếu để trả cổ tức, trả cổ tức bằng tiền mặt; thay đổi người nội bộ; hợp đồng, giao dịch với công ty con; phát hành trái phiếu....",paragraph,G,1.0,llm_weak_agree,,
shb_2024_s1347_0,shb_2024,shb,2024,Truyền cảm hứng và phát động thi đua ý nghĩa,"Các chương trình thi đua và sáng tạo, như ""Từ Tâm dụng Trí"", ""Vận hành vượt trội"", và ""21 Days Challenge"", cũng là đại diện cho những nỗ lực không ngừng của SHB trong việc khuyến khích tinh thần sáng tạo và cải tiến trong công việc, qua đó nâng cao chất lượng dịch vụ và trải nghiệm của khách hàng.",,,paragraph,S_labor,0.9,llm,,
shb_2024_s1366_1,shb_2024,shb,2024,2.1. Phát triển giáo dục và nâng bước thế hệ trẻ,"Trong thời gian qua, SHB luôn đồng hành cùng các trường đại học uy tín, đẩy mạnh hợp tác, cùng chung tay phát triển nguồn nhân lực chất lượng cao cho đất nước.","Là ngân hàng có truyền thống hơn 31 năm xây dựng và phát triển, SHB luôn quan tâm đến công tác đào tạo, phát triển nguồn nhân lực, dựa trên trụ cột ""con người là chủ thể"", thúc đẩy đổi mới sáng tạo, nâng cao năng lực đội ngũ lãnh đạo và cán bộ nhân viên.",,paragraph,S_community,0.95,llm,,
viettinbank_2021_s931_0,viettinbank_2021,viettinbank,2021,"LỢI NHUẬN HOÀN THÀNH KẾ HOẠCH, CƠ CẤU Ể ỢẬẠ THU NHẬP CHUYỂN DỊCH TÍCH CỰC","- y VietinBank định hướng tăng trưởng tín dụng vào các lĩnh vực sản xuất kinh doanh, các ngành nghề, doanh nghiệp có lợi thế và tiềm năng phát triển; Phân bổ nguồn lực vào các khu vực kinh tế trọng điểm, đồng hành cùng các vùng và các địa phương để thúc đẩy kinh tế vùng, đóng góp tích cực vào sự phát triển của đất nước.",,,paragraph,S_community,0.85,llm,,
viettinbank_2024_s349_0,viettinbank_2024,viettinbank,2024,TV HĐQT,"Hiện là Ủy viên Ban Thường vụ Đảng ủy, Trưởng Ban Tổ chức Đảng ủy, TV HĐQT VietinBank.",,,paragraph,Non_ESG,1.0,llm,,
viettinbank_2021_s1383_0,viettinbank_2021,viettinbank,2021,6 - TRÁCH NHIỆM VỚI CỘNG ĐỒNG VÀ XÃ HỘI,"| KẾT QUẢ CÔNG TÁC AN SINH XÃ HỘI | KẾT QUẢ CÔNG TÁC AN SINH XÃ HỘI | | Riêng năm 2021 | Đơn vị |
|-----------------------------------|-----------------------------------|---------|-------------------|------------|
| TỔNG SỐ TIỀN 
 (cam kết/ ã thực hiện) | TỔNG SỐ TIỀN 
 (cam kết/ ã thực hiện) | > 8.000 | > 519 | tỷ ồng |
| Một số lĩnh vực tiêu biểu | Một số lĩnh vực tiêu biểu | | | |
| | Hỗ trợ công tác 
 phòng, chống COVID-19 | 209 | 166 | tỷ ồng |
| | Hỗ trợ xây dựng nhà ở 
 cho người nghèo | 43.410 | 980 | căn nhà |
| | Hỗ trợ xây dựng 
 trường học | 744 | 21 | công trình |
| | Hỗ trợ xây dựng phòng học | 408 | 2 | công trình |
| | Hỗ trợ xây dựng cầu,
 ường giao thông nông thôn | 992 | 13 | công trình |
| | Hỗ trợ xây dựng trạm y tế | 140 | 7 | công trình |
| | Tài trợ xe ô tô cứu thương | 295 | 12 | chiếc |",,,table_like,S_community,1.0,llm_weak_agree,,
vietcombank_2021_s245_0,vietcombank_2021,vietcombank,2021,CÔNG TÁC PHÒNG CHỐNG DỊCH BỆNH COVID-19 ĐẢM BẢO HOẠT ĐỘNG KINH DOANH LIÊN TỤC,"- Trong bối cảnh đại dịch Covid-19 tiếp tục diễn biến phức tạp trong năm 2021, VCBS đã tiếp tục triển khai đầy đủ và kịp thời các biện pháp phòng chống dịch nhằm hạn chế tối đa nguy cơ lây nhiễm nơi công sở, đảm bảo sức khỏe người lao động và khách hàng đồng thời đảm bảo duy trì hoạt động kinh doanh liên tục của Công ty.",,"Tính đến thời điểm hiện tại, Công ty chưa ghi nhận bất cứ tổn thất nào về tài chính do ảnh hưởng từ dịch bệnh Covid-19.",bullet_like,S_labor,0.9,llm_weak_agree,,
vpbank_2020_s119_0,vpbank_2020,vpbank,2020,Chất lượng tài sản được kiểm soát tốt,"Công tác quản trị rủi ro luôn được VPBank chú trọng, đặc biệt là trong bối cảnh dịch bệnh tiềm ẩn nhiều rủi ro tới nền kinh tế.",,"Tỷ lệ nợ xấu được cải thiện ở cả cấp độ hợp nhất và riêng lẻ, trong đó tại ngân hàng hợp nhất, nợ xấu vẫn được duy trì ở mức dưới 3%, và tại ngân hàng riêng lẻ tỷ lệ nợ xấu xuống dưới 2%.",kpi_like,G,0.95,llm_weak_agree,,
vpbank_2024_s678_0,vpbank_2024,vpbank,2024,Nhà tạo lập thị trường tích cực,"Sang năm 2025, VPBank tiếp tục đẩy mạnh huy động nguồn vốn bền vững từ các Định chế tài chính phát triển (DFIs) để hoàn thiện chiến lược tăng trưởng bền vững, cải thiện năng lực quản trị rủi ro, nâng cao hiệu quả đầu tư, đổi mới sáng tạo trong lĩnh vực tài chính xanh.",,"Dòng vốn này sẽ góp phần cụ thể hóa cam kết cắt giảm khí nhà kính của Chính phủ, đóng góp vào Các mục tiêu phát triển bền vững (SDGs) của Liên Hợp Quốc.",paragraph,E,0.9,llm_weak_agree,,
techcombank_2024_s2763_5,techcombank_2024,techcombank,2024,BÁO CÁO QUẢN TRỊ THEO KHỐI,"Phát triển bền vững cùng Tech – Báo cáo Bền vững:
 ♦ Xây dựng lực lượng lao động đa dạng và hòa nhập
 ♦ Thúc đẩy môi trường làm việc xanh và lành mạnh 
 ♦ Phát triển kỹ năngsự nghiệp và cơ hội | 91-92
 182-185 |
| GRI 202: 
 Hiện diện trên 
 thị trường | 202-1 Tỷ lệ mức lương 
 chuẩn đầu vào theo giới 
 tính so với mức lương tối 
 thiểu vùng | 06.","Chuyển đổi số tại Tech – Khối Quản trị Nguồn nhân lực (HR):
 ♦ Dấu ấn năm 2024
 05.","Thành công nối tiếp của Tech: 
 ♦ Thông tin về mức lương trung bình hàng tháng và thù lao trung 
 bình hàng tháng của nhân sự Techcombank | 190 |
| GRI 203: 
 Tác động kinh tế 
 gián tiếp | 203-1 Đầu tư cơ sở hạ 
 tầng và dịch vụ được 
 hỗ trợ | 05.",table_like,S_labor,0.95,llm_weak_agree,,
ocb_2021_s227_5,ocb_2021,ocb,2021,GIỚI THIỆU HỘI ĐỒNG QUẢN TRỊ,- Ông được bầu làm Thành viên HĐQT OCB nhiệm kỳ 2011 - 2015; Thành viên HĐQT nhiệm kỳ 2015 - 2020 và tiếp tục làm Thành viên HĐQT OCB nhiệm kỳ 2020 - 2025.,- Ông có bằng Thạc sĩ trường Asia E University (Malaysia) chuyên ngành Quản trị kinh doanh và tốt nghiệp Đại học Thương mại chuyên ngành Quản trị kinh doanh.,- Ông có bằng Tiến sĩ ngành công nghệ điện tử bảo vệ tại Cộng hòa Ba Lan.,bullet_like,Non_ESG,1.0,llm,,
agribank_2020_s251_0,agribank_2020,agribank,2020,"3.5. Ưu tiên phát triển sản phẩm dịch vụ có hàm lượng công nghệ cao, chú trọng nâng cao chất lượng dịch vụ và chăm sóc khách hàng","Ưu tiên phát triển sản phẩm dịch vụ có hàm lượng công nghệ cao, chú trọng nâng cao chất lượng dịch vụ và chăm sóc khách hàng",,,heading_like,S_product,1.0,llm_weak_agree,,
